t_date,r_mom,r_pool,w_mom,r_vt_mom,cost_vt_mom,turn_vt_mom,w_pool,r_vt_pool,cost_vt_pool,turn_vt_pool
2007-01-31,0.12166694748222806,0.11917868697398992,0.6705487358807448,0.08179396321018406,0.00033377017020627567,0.06675403404125513,0.6995267508015414,0.08356468927837957,0.00030024638543297454,0.06004927708659491
2007-02-28,0.018672978314300703,0.025456807127013814,0.6510290534001889,0.012635406874036312,9.759841240277955e-05,0.01951968248055591,0.6787462375549137,0.017705386198614424,0.00010390256623313832,0.020780513246627663
2007-03-30,0.05622682025401349,0.056143107257641045,0.6484228300030012,0.03702638107434062,1.3031116985938729e-05,0.0026062233971877458,0.6809636519984201,0.03875500369802932,3.3261216652596405e-06,0.002217414443506427
2007-04-30,0.18830758783331736,0.1839872097529074,0.6487927639803053,0.12275209279198533,5.549009659561732e-07,0.0003699339773041155,0.6829500083302881,0.12617472073693242,2.9795344978019167e-06,0.0019863563318679445
2007-05-31,0.10780004379814634,0.10049607378668224,0.5999888844184302,0.06509545949995313,0.0002440193978093752,0.04880387956187504,0.6326022585915263,0.06392909174842001,0.0002517387486938089,0.05034774973876177
2007-06-29,0.011949375822360775,0.012304908999062114,0.6199811535293706,0.008006031423844977,2.998840366641048e-05,0.01999226911094032,0.6621928295394727,0.008661752657279928,4.438585642191956e-05,0.02959057094794637
2007-07-31,0.14382517215930113,0.13363431884142196,0.6113043880096977,0.08851953742453425,4.3383827598364454e-05,0.008676765519672891,0.6514713625341545,0.08758094782274055,5.360733502659088e-05,0.010721467005318175
2007-08-31,0.14715296854659932,0.13571423266389782,0.7020580557155636,0.10366587183327815,0.00013613050155879885,0.0907536677058659,0.7520536531342995,0.10232301457166523,0.00015087343590021752,0.10058229060014501
2007-09-28,0.056045246365604484,0.05276790691331579,0.7030891902781593,0.0398936325259635,1.5467018438936053e-06,0.0010311345625957369,0.7570842810230445,0.040343401984130355,7.5459418331174645e-06,0.005030627888744976
2007-10-31,0.016598011002428192,0.014734091682884864,0.7067608287642411,0.012209624886388581,5.507457729122645e-06,0.003671638486081763,0.762041059845307,0.011613556209834355,7.4351682333937965e-06,0.004956778822262531
