t_date,n,n_short,n_full,ic_all,ic_short,ic_full,short_share_top,short_share_pool,ret_pool_top,ret_group_top,ret_diff_group_minus_pool
2017-04-28,430,199,231,0.20818951188562151,0.23148012791228875,0.1960250394283378,0.43023255813953487,0.4627906976744186,0.14587964443591853,0.1476753896065824,0.0017957451706638872
2017-05-31,438,201,237,0.24939507112658257,0.26753066351411264,0.20130206126647182,0.42045454545454547,0.4589041095890411,0.1440142791887963,0.1446698579573865,0.0006555787685901815
2017-06-30,447,208,239,0.3759105385465348,0.4033634176654771,0.34484371154319465,0.4157303370786517,0.465324384787472,0.12234206504850877,0.12431728749174487,0.0019752224432360993
2017-07-31,455,212,243,0.38976630834966103,0.3903749781169355,0.4001231055379093,0.4065934065934066,0.46593406593406594,0.1227801691586676,0.12334536129623096,0.0005651921375633556
2017-08-31,471,226,245,0.4096928755676324,0.4123831429573896,0.39971358395417356,0.43617021276595747,0.47983014861995754,0.10157531921185302,0.09814358861524046,-0.003431730596612559
2017-09-29,476,222,254,0.27866236067416045,0.2523807617450456,0.31738489675537823,0.3684210526315789,0.46638655462184875,0.02721715569647945,0.028791078148315368,0.0015739224518359178
2017-10-31,484,227,257,0.10170681769231134,0.055950419497341856,0.15545326780381863,0.3711340206185567,0.4690082644628099,-0.010890223541567748,-0.012461012465102589,-0.0015707889235348407
2017-11-30,492,229,263,0.1416880689092932,0.07141686568804774,0.19935194982360682,0.3979591836734694,0.4654471544715447,0.005689435583977031,0.0013488244978881352,-0.004340611086088896
2017-12-29,503,233,270,-0.056447409264768066,-0.11586085465025824,0.05841232390019066,0.3564356435643564,0.46322067594433397,-0.08192864607459405,-0.080186010931622,0.0017426351429720432
2018-01-31,521,248,273,-0.2959653017135312,-0.291442903650648,-0.24234921368884443,0.3173076923076923,0.4760076775431862,-0.15926788782640722,-0.15425507968192556,0.005012808144481656
2018-02-28,526,246,280,-0.12009573214788184,-0.09982245885418449,-0.07707878927027131,0.3142857142857143,0.467680608365019,-0.13021041744796588,-0.11772274106358221,0.012487676384383667
2018-03-30,532,242,290,0.039360135148826525,0.0333300804960803,0.06815292813765057,0.39622641509433965,0.4548872180451128,-0.15450335089755812,-0.15645423427145722,-0.0019508833738990927
2018-04-27,539,234,305,0.11233126347305847,0.1372664713912089,0.10097193320814088,0.4074074074074074,0.43413729128014844,-0.13582603802787976,-0.1318169647946094,0.004009073233270377
2018-05-31,543,209,334,-0.16693159700527785,-0.085199011514801,-0.19338636160514794,0.3211009174311927,0.3848987108655617,-0.17172253850632063,-0.16789391826338537,0.00382862024293526
2018-06-29,550,184,366,0.02346897615589413,0.1305137639421317,-0.05843594405021015,0.3090909090909091,0.33454545454545453,-0.1819665742173992,-0.1792050711924633,0.002761503024935913
2018-07-31,556,182,374,0.24797254534671065,0.364691643833026,0.16159848604321084,0.32432432432432434,0.3273381294964029,-0.07910938476701637,-0.07910938476701637,0.0
2018-08-31,566,185,381,-0.11306768611875088,-0.10555892498388991,-0.07812525087712065,0.45132743362831856,0.32685512367491165,0.05680216238580401,0.05267015240863313,-0.004132009977170878
2018-09-28,572,185,387,-0.2619577816302585,-0.3343428982980176,-0.1784951940137697,0.49122807017543857,0.32342657342657344,0.08371437659820873,0.09178096502774229,0.008066588429533561
2018-10-31,578,185,393,-0.40532951711318493,-0.5237708957204048,-0.2866080868740723,0.5603448275862069,0.32006920415224915,0.06429195232382709,0.09212419943337645,0.02783224710954936
2018-11-30,582,178,404,-0.34490935649118276,-0.41800072133107924,-0.26750034804969325,0.5172413793103449,0.30584192439862545,0.06283787532379514,0.07354602784595742,0.01070815252216227
2018-12-28,592,176,416,-0.4335427589958025,-0.583731014747964,-0.32336195918149635,0.5338983050847458,0.2972972972972973,0.0811126642030129,0.10181879956673306,0.020706135363720166
2019-01-31,601,175,426,-0.34562174891238856,-0.46241603224361844,-0.25486108551016806,0.5,0.2911813643926789,0.07850690091857929,0.08991891941686007,0.011412018498280788
2019-02-28,605,173,432,-0.014027098074045815,-0.05443121294575189,0.017141063355892182,0.35537190082644626,0.2859504132231405,0.10956763725954263,0.10710858944613545,-0.002459047813407181
2019-03-29,623,179,444,0.1295553637085123,0.1546481702341347,0.12677442197314365,0.344,0.28731942215088285,0.061907895187410036,0.06347623416647423,0.0015683389790641933
2019-04-30,631,180,451,-0.05002006058296054,-0.0016852371986789713,-0.06102087135111092,0.2777777777777778,0.28526148969889065,0.10320962940781911,0.10351091187172633,0.00030128246390721813
