fund_code,fund_short_name,first_ann,last_ann,n_ann,types,organ_name,est_delist_date,is_onsite
010258,淳厚稳悦,2025-01-24,2025-03-28,3,基金合同终止公告/清算报告,淳厚,2025-01-24,False
010307,东财信息产业精选混合,2023-10-31,2023-11-21,2,基金清算公告/清算报告,东财基金,2023-10-31,False
010331,天弘消费,2024-03-30,2024-05-13,3,基金合同终止公告/清算报告,天弘,2024-03-30,False
010343,华宝富时100,2023-11-11,2023-12-23,2,基金合同终止公告/清算报告,华宝,2023-11-11,False
010348,景顺长城泰保三个月定开混合,2025-10-29,2026-03-04,3,基金合同终止公告/基金清算公告,景顺长城,2025-10-29,False
010367,国联景瑞一年持有混合,2025-04-29,2025-06-24,2,基金合同终止公告/清算报告,国联,2025-04-29,False
010395,融通稳健添盈灵活配置混合,2022-06-22,2022-11-02,3,基金合同终止公告/清算报告,融通,2022-06-22,False
010398,中加科享混合,2022-12-03,2022-12-03,1,清算报告,中加,2022-12-03,False
010400,富国融泰三个月定期开放混合发起式,2025-03-29,2025-04-18,3,基金合同终止公告/基金清算公告/清算报告,富国,2025-03-29,False
010401,新华安康多元收益一年持有期混合,2025-09-13,2025-10-17,2,基金合同终止公告/清算报告,新华,2025-09-13,False
010403,华商景气优选混合,2024-09-27,2024-10-19,2,基金合同终止公告/清算报告,华商,2024-09-27,False
010417,招商盛洋3个月定开混合,2024-02-08,2024-03-13,2,基金合同终止公告/清算报告,招商,2024-02-08,False
010446,国泰金福三个月定期开放混合,2025-06-17,2025-07-04,2,基金合同终止公告/清算报告,国泰,2025-06-17,False
010461,民生加银康利混合,2022-05-19,2022-05-19,1,清算报告,民生加银,2022-05-19,False
010475,摩根安享回报一年持有期债券,2025-04-30,2025-06-13,2,基金合同终止公告/清算报告,摩根,2025-04-30,False
010478,景顺长城泰祥回报混合,2023-11-11,2023-11-29,2,基金合同终止公告/清算报告,景顺长城,2023-11-11,False
010487,中银顺盈回报一年持有期混合,2024-01-18,2024-03-26,2,基金清算公告/清算报告,中银,2024-01-18,False
010492,大摩中债1-3年农发行债券指数,2021-08-27,2021-09-11,2,基金合同终止公告/清算报告,摩根士丹利,2021-08-27,False
010493,中航瑞昱一年定开债,2022-03-03,2022-05-07,2,基金清算公告/清算报告,中航,2022-03-03,False
010498,国金惠宁中短期利率债,2022-09-24,2022-09-24,1,清算报告,国金,2022-09-24,False
010508,博时鑫康混合,2025-04-22,2025-05-24,3,基金合同终止公告/清算报告,博时,2025-04-22,False
010520,兴业中债3-5年政策性金融债,2023-02-17,2023-03-06,2,基金清算公告/清算报告,兴业,2023-02-17,False
010526,景顺长城泰源回报混合,2021-07-21,2021-08-20,2,基金合同终止公告/清算报告,景顺长城,2021-07-21,False
010538,国泰惠元混合,2024-03-19,2024-03-19,1,清算报告,国泰,2024-03-19,False
010561,银华巨潮小盘价值ETF发起式联接,2024-02-04,2024-04-25,2,基金合同终止公告/清算报告,银华,2024-02-04,False
010564,民生加银瑞利混合,2024-05-31,2024-05-31,1,清算报告,民生加银,2024-05-31,False
010568,海富通惠睿精选混合,2025-07-16,2025-07-17,2,基金清算公告/清算报告,海富通,2025-07-16,False
010576,民生加银兴利混合,2021-12-21,2021-12-30,2,基金合同终止公告/清算报告,民生加银,2021-12-21,False
010589,鹏扬景安一年混合,2026-07-16,2026-08-07,4,基金合同终止公告/基金清算公告/清算报告,鹏扬,2026-07-16,False
010613,国联产业趋势一年定开混合,2024-02-27,2024-05-29,2,基金合同终止公告/清算报告,国联,2024-02-27,False
010628,广发瑞轩三个月定开混合,2024-11-29,2025-02-18,3,基金合同终止公告/基金清算公告/清算报告,广发,2024-11-29,False
010638,银华信用精选15个月定期开放债券,2023-08-25,2023-09-25,2,基金合同终止公告/清算报告,银华,2023-08-25,False
010642,农银瑞祥一年混合,2023-12-26,2024-02-06,2,基金清算公告/清算报告,农银汇理,2023-12-26,False
010711,华富国潮优选混合发起式,2024-09-24,2024-10-23,2,基金合同终止公告/清算报告,华富,2024-09-24,False
010749,浙商创业板指数增强,2024-03-20,2024-04-29,2,基金合同终止公告/清算报告,浙商,2024-03-20,False
010756,兴华永兴混合发起式,2023-12-16,2023-12-30,3,基金合同终止公告/基金清算公告/清算报告,兴华,2023-12-16,False
010762,博时恒康持有期混合,2023-06-27,2023-07-27,3,基金合同终止公告/清算报告,博时,2023-06-27,False
010765,国寿安保华丰混合,2024-04-11,2024-04-11,1,清算报告,国寿安保,2024-04-11,False
010773,景顺长城泰阳回报混合,2023-11-10,2023-11-29,2,基金合同终止公告/清算报告,景顺长城,2023-11-10,False
010777,浙商智选家居股票型,2024-03-20,2024-06-13,2,基金合同终止公告/清算报告,浙商,2024-03-20,False
010799,长城优选稳进六个月混合,2025-04-30,2025-05-22,3,基金合同终止公告/清算报告,长城,2025-04-30,False
010813,华安添益一年混合,2026-07-23,2026-07-23,1,清算报告,华安,2026-07-23,False
010817,国联安鑫稳3个月持有混合,2026-05-12,2026-05-12,1,清算报告,国联安,2026-05-12,False
010822,景顺长城顺安回报混合,2023-07-04,2023-07-21,3,基金合同终止公告/清算报告,景顺长城,2023-07-04,False
010850,海富通富利三个月持有,2026-01-20,2026-01-21,2,基金清算公告/清算报告,海富通,2026-01-20,False
010857,宝盈祥乐一年持有期混合,2024-09-11,2024-09-28,3,基金合同终止公告/基金清算公告/清算报告,宝盈,2024-09-11,False
010863,鹏华安裕5个月持有期混合,2025-11-07,2025-11-07,1,基金合同终止公告,鹏华,2025-11-07,False
010919,鹏华招润一年持有期混合,2025-10-22,2025-12-09,2,基金合同终止公告/清算报告,鹏华,2025-10-22,False
010921,民生加银润利混合,2021-12-23,2021-12-23,1,清算报告,民生加银,2021-12-23,False
010931,国联安鑫元1个月持有混合,2026-03-19,2026-03-19,1,清算报告,国联安,2026-03-19,False
010938,大摩招惠一年持有期混合,2025-05-24,2025-06-26,2,基金合同终止公告/清算报告,摩根士丹利,2025-05-24,False
010951,中金成长精选,2025-05-28,2025-05-28,1,清算报告,中金,2025-05-28,False
010957,九泰久安量化,2022-08-25,2022-08-25,2,基金清算公告/清算报告,九泰,2022-08-25,False
010958,中信保诚养老2035三年持有混合FOF,2024-03-19,2024-04-12,3,基金合同终止公告/基金清算公告/清算报告,中信保诚,2024-03-19,False
010987,国联鑫锐精选一年持有混合,2025-12-23,2026-02-09,2,基金合同终止公告/清算报告,国联,2025-12-23,False
010999,兴华瑞丰混合,2022-09-28,2022-09-28,2,基金合同终止公告/清算报告,兴华,2022-09-28,False
011023,民生加银汇利混合,2022-03-31,2022-03-31,1,基金合同终止公告,民生加银,2022-03-31,False
011025,九泰久元量化,2022-03-16,2022-03-16,2,基金清算公告/清算报告,九泰,2022-03-16,False
011054,申万菱信安鑫智选混合,2023-10-13,2023-10-13,1,清算报告,申万菱信,2023-10-13,False
011075,大成恒享春晓一年定开混合,2024-02-20,2024-03-07,2,基金合同终止公告/清算报告,大成,2024-02-20,False
011084,财通资管新添益6个月持有期混合,2024-01-08,2024-01-08,1,清算报告,财通资管,2024-01-08,False
011089,景顺长城景颐惠利一年持有期债券,2023-12-27,2024-01-18,3,基金合同终止公告/基金清算公告/清算报告,景顺长城,2023-12-27,False
011157,弘毅远方港股通智选领航混合,2024-02-09,2024-02-09,1,基金合同终止公告,弘毅远方,2024-02-09,False
011179,浙商智选食品饮料股票型,2024-03-20,2024-06-13,2,基金合同终止公告/清算报告,浙商,2024-03-20,False
011181,长盛成长龙头混合,2026-08-14,2026-08-14,1,基金合同终止公告,长盛,2026-08-14,False
011198,交银鑫选回报混合,2024-04-13,2024-05-22,2,基金合同终止公告/清算报告,交银施罗德,2024-04-13,False
011214,招商惠润一年定开混合发起式（MOM）,2024-08-20,2024-08-20,1,清算报告,招商,2024-08-20,False
011226,西部利得聚盈一年定开债券,2024-09-30,2024-09-30,1,清算报告,西部利得,2024-09-30,False
011253,华宝1-5年政金债指数,2023-01-10,2023-01-10,1,清算报告,华宝,2023-01-10,False
011254,长江量化科技精选一个月滚动持有,2024-06-24,2024-07-19,2,基金合同终止公告/清算报告,长江资管,2024-06-24,False
011265,长盛安泰一年持有混合,2024-08-22,2024-08-22,1,清算报告,长盛,2024-08-22,False
011359,长城优选添利一年混合,2025-10-10,2025-11-04,3,基金合同终止公告/清算报告,长城,2025-10-10,False
011361,华夏博锐一年持有混合（MOM）,2024-09-24,2024-10-24,3,基金合同终止公告/基金清算公告/清算报告,华夏,2024-09-24,False
011365,鹏扬景颐混合,2022-06-03,2022-06-23,3,基金合同终止公告/基金清算公告/清算报告,鹏扬,2022-06-03,False
011375,华宝安益混合,2022-06-16,2022-07-12,2,基金合同终止公告/清算报告,华宝,2022-06-16,False
011386,鹏华红利优选混合,2021-09-25,2021-11-16,2,基金合同终止公告/清算报告,鹏华,2021-09-25,False
011397,招商瑞和1年持有期混合,2025-11-12,2025-11-27,2,基金合同终止公告/清算报告,招商,2025-11-12,False
011433,中加聚优一年混合,2024-10-21,2024-10-21,1,清算报告,中加,2024-10-21,False
011438,红塔红土盛昌优选混合型,2023-03-30,2023-03-30,2,基金合同终止公告/清算报告,红塔红土,2023-03-30,False
011444,创金合信瑞裕混合,2022-08-30,2022-08-30,1,清算报告,创金合信,2022-08-30,False
011448,中银证券均衡成长混合,2024-10-22,2024-10-22,1,清算报告,中银国际证券,2024-10-22,False
011457,新华行业龙头主题股票,2026-09-15,2026-09-15,1,清算报告,新华,2026-09-15,False
011482,中银顺宁回报6个月持有期混合,2024-02-07,2024-05-08,2,基金合同终止公告/清算报告,中银,2024-02-07,False
011484,申万菱信宜选混合,2023-06-30,2023-06-30,1,清算报告,申万菱信,2023-06-30,False
011543,中加科瑞混合,2024-06-21,2024-06-21,1,清算报告,中加,2024-06-21,False
011574,鹏华领航一年持有期混合,2026-07-31,2026-07-31,1,基金合同终止公告,鹏华,2026-07-31,False
011581,鹏华安源5个月持有期混合,2023-06-14,2023-07-20,2,基金合同终止公告/清算报告,鹏华,2023-06-14,False
011595,融通核心趋势混合,2022-04-13,2022-05-26,3,基金合同终止公告/清算报告,融通,2022-04-13,False
011647,博时港股通红利精选混合,2024-05-28,2024-07-22,3,基金合同终止公告/清算报告,博时,2024-05-28,False
011675,长城中债1-5年国开债指数,2022-12-03,2022-12-30,3,基金合同终止公告/清算报告,长城,2022-12-03,False
011677,中银睿丰回报混合,2022-06-20,2023-02-03,3,基金合同终止公告/基金清算公告/清算报告,中银,2022-06-20,False
011679,中银诚利混合,2021-11-03,2021-12-24,2,基金合同终止公告/清算报告,中银,2021-11-03,False
011684,平安养老2045,2024-04-22,2024-05-17,2,基金合同终止公告/清算报告,平安,2024-04-22,False
011731,国投瑞银安睿混合,2023-12-20,2024-01-10,3,基金合同终止公告/基金清算公告/清算报告,国投瑞银,2023-12-20,False
011750,博时恒兴一年定开混合,2023-05-24,2023-06-27,3,基金合同终止公告/清算报告,博时,2023-05-24,False
011771,国寿安保稳隆混合,2023-09-15,2023-09-15,2,基金清算公告/清算报告,国寿安保,2023-09-15,False
011858,安信消费升级一年持有混合,2024-06-03,2024-06-18,3,基金合同终止公告/清算报告,安信,2024-06-03,False
011886,弘毅远方高端制造混合,2024-06-04,2024-06-20,2,基金合同终止公告/清算报告,弘毅远方,2024-06-04,False
011958,宝盈中债3-5年国开行债券指数,2023-02-21,2023-02-21,2,基金合同终止公告/清算报告,宝盈,2023-02-21,False
011987,财通资管智选核心回报6个月持有期混合,2024-05-08,2024-06-20,2,基金合同终止公告/清算报告,财通资管,2024-05-08,False
011995,国泰诚益混合,2024-12-17,2025-01-15,2,基金合同终止公告/清算报告,国泰,2024-12-17,False
012019,国投瑞银安泽混合,2024-12-20,2025-01-02,3,基金合同终止公告/基金清算公告/清算报告,国投瑞银,2024-12-20,False
012021,国投瑞银安智混合,2023-12-21,2024-01-10,3,基金合同终止公告/基金清算公告/清算报告,国投瑞银,2023-12-21,False
012084,博时睿弘一年定开混合,2022-07-13,2022-08-15,3,基金合同终止公告/清算报告,博时,2022-07-13,False
012109,融通稳健添瑞灵活配置混合 ,2022-05-06,2022-05-19,2,基金合同终止公告/清算报告,融通,2022-05-06,False
012116,中银证券创业板发起式联接,2024-04-30,2024-06-08,2,基金合同终止公告/清算报告,中银国际证券,2024-04-30,False
012151,港股通50ETF联接A/C,2024-09-30,2024-11-08,2,基金合同终止公告/清算报告,华泰柏瑞,2024-09-30,False
012216,红塔红土盛利混合,2025-04-15,2025-04-15,2,基金合同终止公告/清算报告,红塔红土,2025-04-15,False
012252,安信宏盈18个月持有混合,2026-03-20,2026-04-02,2,基金合同终止公告/清算报告,安信,2026-03-20,False
012272,渤海汇金创新价值一年持有期混合,2024-08-31,2024-09-20,3,基金合同终止公告/基金清算公告/清算报告,渤海汇金,2024-08-31,False
012288,泰康沪港深成长混合,2024-08-20,2024-08-20,1,基金合同终止公告,泰康,2024-08-20,False
012296,银河兴益一年定开债券,2024-10-16,2024-10-16,1,清算报告,银河,2024-10-16,False
012302,浦银安盛鑫福混合,2023-07-04,2023-07-04,1,基金合同终止公告,浦银基金,2023-07-04,False
012304,浦银安盛鑫锐混合,2023-11-14,2023-12-15,2,基金合同终止公告/清算报告,浦银基金,2023-11-14,False
012315,创金合信港股通成长股票,2024-06-24,2024-09-20,2,基金合同终止公告/清算报告,创金合信,2024-06-24,False
012326,天弘中证全指医疗保健设备与服务ETF发起式联接,2024-06-29,2024-08-05,2,基金合同终止公告/清算报告,天弘,2024-06-29,False
012405,天弘国证建材指数,2024-11-02,2024-12-16,2,基金清算公告/清算报告,天弘,2024-11-02,False
012415,德邦上证G60综指增强,2024-09-30,2024-10-24,2,基金合同终止公告/清算报告,德邦,2024-09-30,False
012431,国投瑞银安泰混合,2024-07-24,2024-08-02,2,基金合同终止公告/清算报告,国投瑞银,2024-07-24,False
012471,中加邮益一年持有混合,2025-12-27,2025-12-27,1,清算报告,中加,2025-12-27,False
012481,泓德医疗创新混合发起式,2026-02-24,2026-03-20,3,基金合同终止公告/基金清算公告/清算报告,泓德,2026-02-24,False
012512,嘉实养老目标日期2045五年持有期混合（FOF）,2024-06-26,2024-07-31,3,基金合同终止公告/基金清算公告/清算报告,嘉实,2024-06-26,False
012516,国泰中证细分机械设备产业主题ETF联接,2024-06-11,2024-06-25,2,基金合同终止公告/清算报告,国泰,2024-06-11,False
012518,景顺长城颐心养老目标日期2040三年持有期混合FOF,2024-06-29,2024-07-17,3,基金合同终止公告/基金清算公告/清算报告,景顺长城,2024-06-29,False
012559,天弘中证沪港深科技龙头指数,2024-10-14,2024-12-03,3,基金合同终止公告/基金清算公告,天弘,2024-10-14,False
012561,天弘中证新材料指数,2024-11-30,2024-12-27,3,基金合同终止公告/基金清算公告/清算报告,天弘,2024-11-30,False
012598,华安国证生物医药ETF发起式联接,2024-09-02,2024-09-25,2,基金合同终止公告/清算报告,华安,2024-09-02,False
012645,建信中证全指证券公司ETF发起式联接,2024-09-10,2024-09-25,2,基金合同终止公告/清算报告,建信,2024-09-10,False
012655,博时5G50ETF联接,2024-07-15,2024-08-17,2,基金合同终止公告,博时,2024-07-15,False
012665,国寿安保裕祥混合,2023-04-25,2023-04-25,1,清算报告,国寿安保,2023-04-25,False
012673,国新国证融兴6个月定开混合,2024-07-25,2024-07-25,1,清算报告,国新国证,2024-07-25,False
012677,万家瑞泰混合,2023-01-05,2023-01-20,2,基金清算公告/清算报告,万家,2023-01-05,False
012685,长城优选招益一年混合,2025-07-26,2025-08-18,3,基金合同终止公告/清算报告,长城,2025-07-26,False
012687,恒越汇优精选三个月混合(FOF),2024-07-17,2024-07-17,1,基金合同终止公告,恒越,2024-07-17,False
012694,汇添富国证生物医药ETF联接,2022-12-01,2022-12-01,1,清算报告,汇添富,2022-12-01,False
012721,中信保诚养老2040三年持有混合FOF,2024-07-03,2024-07-25,3,基金合同终止公告/基金清算公告/清算报告,中信保诚,2024-07-03,False
012726,申万菱信睿选混合,2022-11-29,2022-11-29,1,清算报告,申万菱信,2022-11-29,False
012730,国泰中证细分化工产业主题ETF联接,2024-06-25,2024-06-25,1,基金合同终止公告,国泰,2024-06-25,False
012759,工银沪港深互联网ETF发起式联接,2024-11-27,2024-12-24,2,基金合同终止公告/清算报告,工银瑞信,2024-11-27,False
012763,华泰紫金中证细分食品饮料主题指数发起,2024-07-29,2024-07-29,1,基金合同终止公告,华泰资管,2024-07-29,False
012784,鹏华养老2040五年持有期混合发起式（FOF）,2026-01-20,2026-01-20,1,基金合同终止公告,鹏华,2026-01-20,False
012796,汇安裕兴12个月定开纯债债券,2024-12-03,2024-12-28,2,基金合同终止公告/清算报告,汇安,2024-12-03,False
012882,工银科技龙头ETF发起式联接,2024-07-23,2024-08-22,2,基金合同终止公告/清算报告,工银瑞信,2024-07-23,False
012953,华泰柏瑞恒利混合,2026-08-14,2026-09-18,2,基金合同终止公告/清算报告,华泰柏瑞,2026-08-14,False
012961,招商创业板大盘ETF联接,2023-04-15,2023-04-15,1,清算报告,招商,2023-04-15,False
012989,天弘国证港股通50指数,2023-08-25,2023-10-18,3,基金合同终止公告/基金清算公告/清算报告,天弘,2023-08-25,False
012996,博时养老目标2035三年持有混合发起（FOF）,2024-08-28,2024-10-19,2,基金合同终止公告,博时,2024-08-28,False
013011,工银中证创新药产业ETF发起式联接,2024-12-30,2025-01-24,2,基金合同终止公告/清算报告,工银瑞信,2024-12-30,False
013015,海富通惠鑫混合,2023-05-26,2023-05-29,2,基金清算公告/清算报告,海富通,2023-05-26,False
013019,国泰中证全指建筑材料ETF发起联接,2024-08-19,2024-08-19,1,清算报告,国泰,2024-08-19,False
013022,博时养老目标2040五年持有混合发起（FOF）,2024-08-31,2024-10-19,2,基金合同终止公告,博时,2024-08-31,False
013028,恒越品质生活混合发起式,2024-09-25,2024-09-25,1,清算报告,恒越,2024-09-25,False
013029,嘉实鑫泰一年持有混合,2025-04-29,2025-06-06,2,基金合同终止公告/基金清算公告,嘉实,2025-04-29,False
013031,民生加银中证800指数增强发起式,2024-09-30,2024-10-26,2,基金合同终止公告/清算报告,民生加银,2024-09-30,False
013039,海富通欣润混合,2023-09-13,2023-09-14,2,基金清算公告/清算报告,海富通,2023-09-13,False
013043,博时养老目标2045五年持有混合发起（FOF）,2024-08-31,2024-10-19,2,基金合同终止公告,博时,2024-08-31,False
013055,嘉实策略机遇混合发起式,2024-10-21,2024-10-21,1,基金清算公告,嘉实,2024-10-21,False
013057,泰信汇享利率债债券,2023-12-30,2023-12-30,1,清算报告,泰信,2023-12-30,False
013061,博时养老目标2050五年持有混合发起（FOF）,2024-08-31,2024-10-19,2,基金合同终止公告,博时,2024-08-31,False
013089,天弘旗舰精选3个月持有混合发起式（FOF）,2024-12-21,2025-01-23,3,基金合同终止公告/基金清算公告/清算报告,天弘,2024-12-21,False
013093,汇添富中证沪港深科技龙头指数发起式,2024-09-30,2024-11-09,3,基金合同终止公告/清算报告,汇添富,2024-09-30,False
013105,华安中证光伏产业ETF发起式联接,2024-09-02,2024-09-25,2,基金合同终止公告/清算报告,华安,2024-09-02,False
013129,汇添富中证沪港深消费龙头指数发起,2024-10-28,2024-10-28,1,基金合同终止公告,汇添富,2024-10-28,False
013135,银河悦宁稳健养老目标一年持有混合发起（FOF）,2024-08-24,2024-11-21,2,基金合同终止公告/清算报告,银河,2024-08-24,False
013150,华宝稳健目标风险三个月持有混合发起（FOF）,2024-09-30,2024-11-06,2,基金清算公告/清算报告,华宝,2024-09-30,False
013162,广发中证沪港深科技龙头ETF联接,2024-08-27,2024-11-01,3,基金合同终止公告/清算报告,广发,2024-08-27,False
013177,华宝深创100ETF发起式联接,2024-09-26,2024-09-26,1,清算报告,华宝,2024-09-26,False
013181,安信港股通精选混合发起,2025-04-21,2025-04-30,3,基金合同终止公告/清算报告,安信,2025-04-21,False
013197,南方兴锦利一年定开债券发起,2025-01-10,2025-02-13,3,基金合同终止公告/清算报告,南方,2025-01-10,False
013198,南方季季享90天滚动持有债券,2023-05-12,2023-06-27,3,基金合同终止公告/基金清算公告/清算报告,南方,2023-05-12,False
013218,国泰中证有色金属ETF发起联接,2024-08-28,2024-08-28,1,清算报告,国泰,2024-08-28,False
013229,中邮睿丰增强债券,2022-12-28,2022-12-28,1,清算报告,中邮创业,2022-12-28,False
013248,交银鸿泰一年持有期混合,2025-11-05,2025-11-05,1,基金合同终止公告,交银施罗德,2025-11-05,False
013306,国泰中证科创创业50ETF发起联接,2024-08-26,2024-08-26,1,基金合同终止公告,国泰,2024-08-26,False
013371,民生加银新能源智选混合发起,2024-09-30,2024-10-25,2,基金合同终止公告/清算报告,民生加银,2024-09-30,False
013397,上银稳健优选12个月持有混合发起式（FOF）,2025-03-04,2025-04-03,2,基金合同终止公告/清算报告,上银,2025-03-04,False
013407,长盛安盈混合,2024-08-22,2024-08-22,1,基金合同终止公告,长盛,2024-08-22,False
013419,交银裕景纯债一年定期开放债券,2026-01-13,2026-01-13,1,基金合同终止公告,交银施罗德,2026-01-13,False
013433,博时恒润6个月持有期混合,2025-05-23,2025-07-02,3,基金合同终止公告/清算报告,博时,2025-05-23,False
013437,财通资管中证有色金属指数发起式,2024-09-24,2024-09-24,1,清算报告,财通资管,2024-09-24,False
013441,东财创新医疗六个月定开混合发起式,2024-09-10,2024-10-15,2,基金清算公告/清算报告,东财基金,2024-09-10,False
013447,华宝中证智能制造主题ETF发起式联接,2024-10-22,2024-11-21,2,基金合同终止公告/清算报告,华宝,2024-10-22,False
013473,华宝中证新材料ETF发起式联接,2024-11-07,2024-11-07,1,清算报告,华宝,2024-11-07,False
013480,华宝国证治理指数发起,2025-01-16,2025-01-16,1,清算报告,华宝,2025-01-16,False
013541,银河中债1-3年国开行债券指数,2022-12-22,2022-12-22,1,清算报告,银河,2022-12-22,False
013567,申万菱信宏量混合,2023-11-11,2023-11-11,1,清算报告,申万菱信,2023-11-11,False
013581,中海海颐混合,2025-11-21,2025-12-26,2,基金合同终止公告/清算报告,中海,2025-11-21,False
013583,招商品质领航混合,2023-05-10,2023-05-10,1,清算报告,招商,2023-05-10,False
013598,华润元大臻选回报混合,2024-04-22,2024-04-22,1,清算报告,华润元大,2024-04-22,False
013605,华夏中证内地低碳经济主题ETF发起式联接,2024-10-16,2024-11-15,2,基金合同终止公告/清算报告,华夏,2024-10-16,False
013626,华夏周期驱动混合发起式,2024-10-12,2024-11-11,2,基金合同终止公告/清算报告,华夏,2024-10-12,False
013651,南方誉泰稳健6个月持有混合（FOF）,2025-05-23,2025-06-21,3,基金合同终止公告/清算报告,南方,2025-05-23,False
013659,国联金融鑫选3个月持有混合,2025-12-03,2026-01-19,2,基金合同终止公告/清算报告,国联,2025-12-03,False
013697,华润元大润安混合,2023-05-22,2023-05-22,1,清算报告,华润元大,2023-05-22,False
013701,招商稳锦混合,2024-05-17,2024-05-17,1,基金合同终止公告,招商,2024-05-17,False
013704,德邦90天滚动持有中短债债券,2023-03-23,2023-03-23,1,清算报告,德邦,2023-03-23,False
013708,永赢养老目标2040三年持有混合发起（FOF）,2025-02-25,2025-03-18,3,基金合同终止公告/基金清算公告/清算报告,永赢,2025-02-25,False
013735,创金合信添福平衡养老目标三年持有期混合发起（FOF）,2024-10-21,2024-11-14,2,基金合同终止公告/清算报告,创金合信,2024-10-21,False
013739,百嘉聚利混合,2022-09-30,2022-09-30,2,基金合同终止公告/基金清算公告,百嘉,2022-09-30,False
013759,招商精选平衡混合,2023-05-27,2023-08-23,2,基金合同终止公告/清算报告,招商,2023-05-27,False
013802,财通资管中证钢铁指数发起式,2024-10-14,2024-10-30,2,基金合同终止公告/清算报告,财通资管,2024-10-14,False
013833,国泰中证500ETF发起联接,2024-10-21,2024-11-05,2,基金合同终止公告/清算报告,国泰,2024-10-21,False
013869,创金合信物联网主题股票发起,2024-11-30,2024-12-24,2,基金合同终止公告/清算报告,创金合信,2024-11-30,False
013873,平安中证医药及医疗器械创新指数发起式,2025-03-12,2025-03-27,2,基金合同终止公告/清算报告,平安,2025-03-12,False
013876,财通资管新能源汽车混合型发起式,2024-11-18,2024-12-10,2,基金合同终止公告/清算报告,财通资管,2024-11-18,False
013897,德邦港股通成长精选混合,2025-01-21,2025-01-21,1,清算报告,德邦,2025-01-21,False
013903,国泰君安信息行业混合发起,2024-12-25,2025-01-17,2,基金合同终止公告/清算报告,国泰海通资管,2024-12-25,False
013907,永赢深创100ETF发起式联接,2025-01-08,2025-01-08,1,基金清算公告,永赢,2025-01-08,False
013920,兴华创新医疗6个月持有混合发起,2024-12-02,2024-12-27,3,基金合同终止公告/基金清算公告/清算报告,兴华,2024-12-02,False
013926,易米国证消费100指数增强发起,2024-11-12,2024-11-29,2,基金合同终止公告/清算报告,易米,2024-11-12,False
013931,博时富恒一年定开债发起式,2026-07-16,2026-07-16,2,基金合同终止公告/清算报告,博时,2026-07-16,False
013947,国金惠利纯债,2022-12-22,2022-12-22,1,清算报告,国金,2022-12-22,False
013989,富国沪港深优质资产混合发起式,2025-05-19,2025-06-24,2,基金合同终止公告/清算报告,富国,2025-05-19,False
014009,华安养老目标2045五年持有混合发起式（FOF）,2025-12-16,2025-12-16,1,清算报告,华安,2025-12-16,False
014018,汇添富中证沪港深500ETF联接,2022-11-03,2022-11-03,1,清算报告,汇添富,2022-11-03,False
014022,大摩养老2040混合(FOF),2025-01-15,2025-01-15,1,清算报告,摩根士丹利,2025-01-15,False
014033,富国智盈稳进12个月持有期混合（FOF）,2025-04-18,2025-04-18,1,清算报告,富国,2025-04-18,False
014077,华商稳健汇利一年持有混合,2024-05-21,2024-06-19,2,基金清算公告/清算报告,华商,2024-05-21,False
014090,国联添益进取3个月持有混合发起（FOF）,2024-11-12,2024-12-30,2,基金合同终止公告/清算报告,国联,2024-11-12,False
014099,博时中证科创创业50ETF发起式联接,2024-12-02,2025-01-15,3,基金合同终止公告/清算报告,博时,2024-12-02,False
014123,华润元大ESG主题混合,2023-01-10,2023-04-25,2,清算报告,华润元大,2023-01-10,False
014128,东财中证沪港深创新药指数发起式,2024-11-19,2024-12-18,2,基金清算公告/清算报告,东财基金,2024-11-19,False
014146,景顺长城港股通数字经济主题混合,2024-04-20,2024-05-24,3,基金合同终止公告/基金清算公告/清算报告,景顺长城,2024-04-20,False
014153,天弘华证沪深港长期竞争力指数,2026-03-25,2026-04-27,3,基金合同终止公告/基金清算公告/清算报告,天弘,2026-03-25,False
014205,长城中证医药卫生指数增强,2024-07-18,2024-07-29,3,基金合同终止公告/清算报告,长城,2024-07-18,False
014212,博时研究优享混合,2025-01-16,2025-02-26,3,基金合同终止公告/清算报告,博时,2025-01-16,False
014246,大摩现代服务业混合,2023-12-19,2024-01-17,2,基金合同终止公告/清算报告,摩根士丹利,2023-12-19,False
014252,华泰柏瑞鸿裕90天滚动持有短债A/C,2025-01-22,2025-03-19,2,基金合同终止公告/清算报告,华泰柏瑞,2025-01-22,False
014285,鑫元健康产业混合发起式,2025-01-20,2025-01-20,1,基金清算公告,鑫元,2025-01-20,False
014288,淳厚稳丰债券,2025-03-15,2025-04-17,2,基金合同终止公告/清算报告,淳厚,2025-03-15,False
014301,创金合信景气行业3个月持有期股票发起（FOF）,2024-12-23,2024-12-23,1,基金合同终止公告,创金合信,2024-12-23,False
014303,华安中证内地新能源主题ETF发起式联接,2024-12-29,2024-12-29,1,基金合同终止公告,华安,2024-12-29,False
014321,德邦周期精选混合发起式,2024-12-30,2025-02-05,2,基金合同终止公告/清算报告,德邦,2024-12-30,False
014323,长江鑫选3个月持有混合发起（FOF）,2024-12-23,2024-12-23,1,基金合同终止公告,长江资管,2024-12-23,False
014337,中银证券安瑞6个月持有债券,2024-02-20,2024-04-17,2,基金合同终止公告/清算报告,中银国际证券,2024-02-20,False
014354,东方欣冉九个月持有期混合,2026-05-12,2026-05-12,1,清算报告,东方,2026-05-12,False
